Company Name,Exchange:Ticker,Country,Region,Primary Industry,AV Industry,AV Sector,FY1998,FY1999,FY2000,FY2001,FY2002,FY2003,FY2004,FY2005,FY2006,FY2007,FY2008,FY2009,FY2010,FY2011,FY2012,FY2013,FY2014,FY2015,FY2016,IQ_LTM
"Guangdong Xinbao Electrical Appliances Holdings Co., Ltd (SZSE:002705)",SZSE:002705,China,Asia-Pacific,Household Appliances,Engineering,White Goods,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$452 ,$0 ,$0 ,$0 ,$495 ,$648 ,$714 ,$715 ,$732 ,$823 ,$912 ,$0 ,$970 
"China Avionics Systems Co.,Ltd. (SHSE:600372)",SHSE:600372,China,Asia-Pacific,Aerospace and Defense,Auto & Transportation,Aerospace,$457 ,$427 ,$410 ,$483 ,$635 ,$603 ,$456 ,$493 ,$619 ,$178 ,$262 ,$174 ,$127 ,$532 ,$624 ,$871 ,$959 ,$985 ,$0 ,$970 
Masisa S.A. (SNSE:MASISA),SNSE:MASISA,Chile,Rest of World,Forest Products,Resources/Process Material,Paper & Pulp,$105 ,$132 ,$124 ,$152 ,$296 ,$482 ,$651 ,$744 ,$887 ,$966 ,"$1,054 ",$914 ,"$1,017 ","$1,251 ","$1,349 ","$1,365 ","$1,545 ","$1,053 ",$0 ,"$1,001 "
"Maruzen Showa Unyu Co., Ltd. (TSE:9068)",TSE:9068,Japan,Asia-Pacific,Trucking,Auto & Transportation,Freight & Logistics,$741 ,$674 ,$657 ,$666 ,$653 ,$702 ,$709 ,$755 ,$766 ,$797 ,$852 ,$807 ,$709 ,$748 ,$762 ,$753 ,$782 ,$825 ,$873 ,$896 
"Donnelley Financial Solutions, Inc. (NYSE:DFIN)",NYSE:DFIN,United States,North America,Financial Exchanges and Data,Services,Financial Services,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,085 ","$1,080 ","$1,050 ",$0 ,"$1,001 "
"Fujian Furi Electronics Co.,Ltd. (SHSE:600203)",SHSE:600203,China,Asia-Pacific,Trading Companies and Distributors,Services,Trading & Distribution,$127 ,$133 ,$86 ,$116 ,$200 ,$135 ,$228 ,$295 ,$253 ,$230 ,$214 ,$143 ,$195 ,$307 ,$395 ,$363 ,$510 ,$894 ,$0 ,$969 
The McClatchy Company (NYSE:MNI),NYSE:MNI,United States,North America,Publishing,Services,Publishing,$969 ,"$1,088 ","$1,142 ","$1,080 ","$1,082 ","$1,099 ","$1,163 ","$1,186 ","$1,675 ","$2,260 ","$1,900 ","$1,472 ","$1,375 ","$1,270 ","$1,231 ","$1,242 ","$1,147 ","$1,057 ",$0 ,"$1,001 "
"The Juroku Bank, Ltd. (TSE:8356)",TSE:8356,Japan,Asia-Pacific,Regional Banks,Services,Financial Services,$0 ,$834 ,$762 ,$771 ,$714 ,$438 ,$837 ,$836 ,$934 ,$889 ,$973 ,$636 ,$844 ,$886 ,"$1,021 ",$904 ,$906 ,"$1,050 ",$923 ,$935 
"Shoe Carnival, Inc. (NasdaqGS:SCVL)",NasdaqGS:SCVL,United States,North America,Apparel Retail,Services,Retail,$247 ,$280 ,$340 ,$418 ,$477 ,$520 ,$558 ,$590 ,$656 ,$682 ,$659 ,$648 ,$682 ,$739 ,$763 ,$855 ,$885 ,$940 ,$984 ,"$1,001 "
Sun-Wa Technos Corporation (TSE:8137),TSE:8137,Japan,Asia-Pacific,Technology Distributors,TIME,SW & Computer Services,$408 ,$370 ,$450 ,$523 ,$380 ,$409 ,$502 ,$607 ,$658 ,$799 ,$804 ,$668 ,$484 ,$746 ,$784 ,$772 ,$886 ,$970 ,$925 ,$921 
Xiwang Special Steel Company Limited (SEHK:1266),SEHK:1266,China,Asia-Pacific,Steel,Resources/Process Material,Steel,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$560 ,$548 ,$782 ,"$1,240 ","$1,001 ","$1,021 ","$1,255 ",$977 ,$0 ,$965 
"Ishihara Sangyo Kaisha, Ltd. (TSE:4028)",TSE:4028,Japan,Asia-Pacific,Diversified Chemicals,Resources/Process Material,Chemicals,"$1,079 ",$761 ,$850 ,$805 ,$809 ,$838 ,$819 ,$844 ,$912 ,$928 ,"$1,025 ",$915 ,$914 ,$866 ,$895 ,$878 ,$921 ,$901 ,$900 ,$875 
"Tokyo Sangyo Co., Ltd. (TSE:8070)",TSE:8070,Japan,Asia-Pacific,Industrial Machinery,Engineering,Equipment Mech./Industrial,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,667 ","$1,655 ","$1,584 ","$1,634 ","$1,804 ","$1,592 ","$1,330 ","$1,364 ","$2,590 ",$0 ,$0 ,$0 ,$0 ,"$2,590 "
Parkson Holdings Berhad (KLSE:PARKSON),KLSE:PARKSON,Malaysia,Asia-Pacific,Department Stores,Services,Retail,$169 ,$58 ,$65 ,$88 ,$81 ,$57 ,$59 ,$73 ,$54 ,$0 ,$504 ,$605 ,$653 ,$756 ,$877 ,$860 ,$864 ,$908 ,$943 ,$932 
"Yamazawa Co., Ltd. (TSE:9993)",TSE:9993,Japan,Asia-Pacific,Food Retail,Services,Retail,$561 ,$571 ,$594 ,$611 ,$635 ,$664 ,$693 ,$726 ,$762 ,$780 ,$796 ,$797 ,$784 ,$795 ,$887 ,$881 ,$905 ,$977 ,$999 ,$998 
"The Bank of Kyoto, Ltd. (TSE:8369)",TSE:8369,Japan,Asia-Pacific,Regional Banks,Services,Financial Services,$0 ,$506 ,$839 ,$830 ,$762 ,$733 ,$816 ,$876 ,$911 ,$878 ,$925 ,$811 ,$865 ,$935 ,$888 ,$910 ,$862 ,$951 ,$916 ,$886 
Malaysia Airports Holdings Berhad (KLSE:AIRPORT),KLSE:AIRPORT,Malaysia,Asia-Pacific,Airport Services,Services,Freight & Logistics,$0 ,$367 ,$225 ,$215 ,$210 ,$216 ,$247 ,$274 ,$274 ,$330 ,$360 ,$380 ,$426 ,$635 ,$798 ,$922 ,$752 ,$870 ,$0 ,$929 
Austal Limited (ASX:ASB),ASX:ASB,Australia,Asia-Pacific,Aerospace and Defense,Auto & Transportation,Aerospace,$115 ,$161 ,$271 ,$147 ,$260 ,$233 ,$235 ,$243 ,$295 ,$412 ,$476 ,$379 ,$395 ,$382 ,$495 ,$684 ,$851 ,"$1,074 ","$1,015 ",$941 
MFC Bancorp Ltd. (NYSE:MFCB),NYSE:MFCB,Canada,North America,Trading Companies and Distributors,Services,Trading & Distribution,$89 ,$90 ,$114 ,$156 ,$205 ,$303 ,$516 ,$708 ,$341 ,$596 ,$663 ,$587 ,$84 ,$514 ,$474 ,$799 ,"$1,397 ","$1,163 ",$0 ,$968 
SG&G Corporation (KOSDAQ:A040610),KOSDAQ:A040610,South Korea,Asia-Pacific,Air Freight and Logistics,Services,Freight & Logistics,$0 ,$0 ,$0 ,$0 ,$19 ,$17 ,$0 ,$6 ,$5 ,$5 ,$18 ,$17 ,$25 ,$812 ,$833 ,$878 ,$838 ,$797 ,$0 ,$956 
Café de Coral Holdings Limited (SEHK:341),SEHK:341,Hong Kong,Asia-Pacific,Restaurants,Services,Restaurants,$281 ,$303 ,$310 ,$327 ,$337 ,$338 ,$351 ,$391 ,$440 ,$500 ,$553 ,$602 ,$629 ,$687 ,$767 ,$824 ,$901 ,$947 ,$975 ,$995 
"Kawada Technologies, Inc. (TSE:3443)",TSE:3443,Japan,Asia-Pacific,Construction and Engineering,Engineering,Construction,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$937 ,"$1,048 ",$958 ,$859 ,$697 ,$766 ,$794 ,$907 ,$832 ,$919 
"Bank of Guiyang Co., Ltd. (SHSE:601997)",SHSE:601997,China,Asia-Pacific,Regional Banks,Services,Financial Services,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$478 ,$534 ,$722 ,$941 ,$0 ,$964 
Vontobel Holding AG (SWX:VONN),SWX:VONN,Switzerland,Europe,Asset Management and Custody Banks,Services,Financial Services,$505 ,$609 ,$751 ,$417 ,$343 ,$395 ,$464 ,$614 ,$829 ,$977 ,$727 ,$765 ,$814 ,$751 ,$758 ,$830 ,$881 ,$978 ,"$1,046 ","$1,046 "
"Mitsubishi Steel Mfg. Co., Ltd. (TSE:5632)",TSE:5632,Japan,Asia-Pacific,Steel,Resources/Process Material,Steel,$796 ,$650 ,$741 ,$799 ,$702 ,$724 ,$804 ,$882 ,"$1,055 ","$1,062 ","$1,168 ","$1,126 ",$655 ,"$1,093 ","$1,162 ",$928 ,$975 ,"$1,035 ",$931 ,$887 
Yadea Group Holdings Ltd. (SEHK:1585),SEHK:1585,China,Asia-Pacific,Motorcycle Manufacturers,Auto & Transportation,Auto OEM,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$735 ,$846 ,$930 ,$0 ,$960 
"Sundy Land Investment Co., Ltd. (SHSE:600077)",SHSE:600077,China,Asia-Pacific,Real Estate Development,Services,Real Estate,$13 ,$18 ,$45 ,$40 ,$27 ,$19 ,$14 ,$24 ,$73 ,$80 ,$78 ,$75 ,$239 ,$383 ,$445 ,$405 ,$337 ,$502 ,$0 ,$963 
"Guangxi Liugong Machinery Co., Ltd. (SZSE:000528)",SZSE:000528,China,Asia-Pacific,Construction Machinery and Heavy Trucks,Auto & Transportation,Truck OEM,$114 ,$106 ,$111 ,$142 ,$247 ,$362 ,$510 ,$591 ,$752 ,"$1,102 ","$1,346 ","$1,479 ","$2,231 ","$2,596 ","$1,834 ","$1,827 ","$1,495 ",$963 ,$0 ,$963 
"Zhongyeda Electric Co., Ltd. (SZSE:002441)",SZSE:002441,China,Asia-Pacific,Trading Companies and Distributors,Services,Trading & Distribution,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$341 ,$424 ,$464 ,$605 ,$747 ,$849 ,$955 ,"$1,043 ",$969 ,$0 ,$963 
PacWest Bancorp (NasdaqGS:PACW),NasdaqGS:PACW,United States,North America,Regional Banks,Services,Financial Services,$17 ,$20 ,$23 ,$36 ,$82 ,$119 ,$142 ,$173 ,$249 ,$295 ,$198 ,$95 ,$80 ,$267 ,$302 ,$304 ,$688 ,$859 ,$0 ,$994 
Tembec Inc. (TSX:TMB),TSX:TMB,Canada,North America,Paper Products,Resources/Process Material,Paper & Pulp,"$1,063 ","$1,250 ","$1,734 ","$1,986 ","$2,224 ","$2,147 ","$2,340 ","$2,303 ","$2,165 ","$1,805 ","$1,549 ","$1,164 ","$1,220 ","$1,116 ","$1,066 ",$994 ,$971 ,$913 ,$976 ,$989 
"Daou Tech, Inc. (KOSE:A023590)",KOSE:A023590,South Korea,Asia-Pacific,Internet Software and Services,TIME,SW & Computer Services,$0 ,$0 ,$256 ,$293 ,$312 ,$252 ,$281 ,$352 ,$365 ,$505 ,$470 ,$495 ,$617 ,$663 ,$662 ,$656 ,$683 ,$917 ,$0 ,$953 
ReneSola Ltd (NYSE:SOL),NYSE:SOL,China,Asia-Pacific,Semiconductors,TIME,Tech HW Equipment,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$6 ,$88 ,$249 ,$670 ,$510 ,"$1,206 ",$985 ,$969 ,"$1,520 ","$1,561 ","$1,282 ",$0 ,$994 
Partner Communications Company Ltd. (NasdaqGS:PTNR),NasdaqGS:PTNR,Israel,Rest of World,Wireless Telecommunication Services,TIME,Telecome Operators,$0 ,$246 ,$573 ,$882 ,"$1,101 ","$1,213 ","$1,395 ","$1,391 ","$1,522 ","$1,659 ","$1,718 ","$1,650 ","$1,812 ","$1,899 ","$1,512 ","$1,227 ","$1,194 ","$1,128 ",$0 ,"$1,012 "
"T.RAD Co., Ltd. (TSE:7236)",TSE:7236,Japan,Asia-Pacific,Auto Parts and Equipment,Auto & Transportation,Tier 1,$424 ,$388 ,$385 ,$413 ,$419 ,$466 ,$513 ,$597 ,$702 ,$841 ,$968 ,$792 ,$569 ,$729 ,$781 ,$765 ,$833 ,$902 ,$893 ,$876 
BBVA Banco Francés S.A. (BASE:FRAN),BASE:FRAN,Argentina,Rest of World,Diversified Banks,Services,Financial Services,$11 ,$41 ,$67 ,$44 ,$105 ,$121 ,$127 ,$159 ,$172 ,$204 ,$174 ,$199 ,$262 ,$245 ,$334 ,$460 ,$678 ,$814 ,$993 ,$993 
J&J Snack Foods Corp. (NasdaqGS:JJSF),NasdaqGS:JJSF,United States,North America,Packaged Foods and Meats,Resources/Process Material,Food,$262 ,$288 ,$321 ,$352 ,$353 ,$365 ,$417 ,$457 ,$515 ,$569 ,$629 ,$653 ,$697 ,$744 ,$831 ,$868 ,$919 ,$976 ,$993 ,$996 
"YunNan  Metropolitan Real Estate Development Co., Ltd (SHSE:600239)",SHSE:600239,China,Asia-Pacific,Real Estate Development,Services,Real Estate,$7 ,$6 ,$8 ,$10 ,$9 ,$8 ,$9 ,$6 ,$6 ,$52 ,$62 ,$304 ,$48 ,$24 ,$51 ,$430 ,$573 ,$580 ,$0 ,$961 
Cape plc (LSE:CIU),LSE:CIU,Singapore,Asia-Pacific,Diversified Support Services,Services,Other Services,$293 ,$286 ,$290 ,$327 ,$236 ,$276 ,$287 ,$321 ,$336 ,$526 ,$764 ,$804 ,$798 ,$887 ,$909 ,$856 ,$857 ,$869 ,$0 ,$918 
"Zhejiang Xinan Chemical Industrial Group Co.,Ltd (SHSE:600596)",SHSE:600596,China,Asia-Pacific,Diversified Chemicals,Resources/Process Material,Chemicals,$61 ,$71 ,$81 ,$94 ,$114 ,$148 ,$247 ,$347 ,$398 ,$555 ,"$1,048 ",$559 ,$631 ,$705 ,$887 ,$982 ,"$1,120 ","$1,063 ",$0 ,$961 
Sa Sa International Holdings Limited (SEHK:178),SEHK:178,Hong Kong,Asia-Pacific,Specialty Stores,Services,Retail,$161 ,$163 ,$170 ,$185 ,$198 ,$211 ,$243 ,$298 ,$338 ,$372 ,$415 ,$465 ,$530 ,$631 ,$825 ,$988 ,"$1,128 ","$1,158 ","$1,011 ",$991 
"Littelfuse, Inc. (NasdaqGS:LFUS)",NasdaqGS:LFUS,United States,North America,Electronic Components,TIME,Tech HW Equipment,$270 ,$296 ,$372 ,$272 ,$283 ,$339 ,$500 ,$467 ,$535 ,$536 ,$531 ,$430 ,$608 ,$665 ,$668 ,$758 ,$852 ,$868 ,$0 ,"$1,056 "
Shanxi Guoxin Energy Corporation Limited (SHSE:600617),SHSE:600617,China,Asia-Pacific,Integrated Oil and Gas,Resources/Process Material,Oil & Gas,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$533 ,$638 ,$799 ,$978 ,$0 ,$959 
EarthLink Holdings Corp. (NasdaqGS:ELNK),NasdaqGS:ELNK,United States,North America,Internet Software and Services,TIME,SW & Computer Services,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) ,(Invalid Identifier) 
"Sekisui Plastics Co., Ltd. (TSE:4228)",TSE:4228,Japan,Asia-Pacific,Commodity Chemicals,Resources/Process Material,Chemicals,$829 ,$763 ,$745 ,$759 ,$708 ,$694 ,$686 ,$745 ,$780 ,$830 ,$862 ,$840 ,$881 ,$887 ,$886 ,$890 ,$961 ,$991 ,$888 ,$885 
Evolution Mining Limited (ASX:EVN),ASX:EVN,Australia,Asia-Pacific,Gold,Resources/Process Material,Mining,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$17 ,$92 ,$356 ,$458 ,$481 ,$506 ,"$1,007 ","$1,086 "
"Hubei Kaile Science and Technology Co., Ltd. (SHSE:600260)",SHSE:600260,China,Asia-Pacific,Commodity Chemicals,Resources/Process Material,Chemicals,$25 ,$38 ,$45 ,$63 ,$53 ,$61 ,$73 ,$74 ,$124 ,$164 ,$168 ,$143 ,$236 ,$223 ,$361 ,$279 ,$253 ,$467 ,$0 ,$958 
Nigerian Breweries Plc (NGSE:NB),NGSE:NB,Nigeria,Rest of World,Brewers,Resources/Process Material,Beverage,$29 ,$0 ,$0 ,$0 ,$135 ,$178 ,$232 ,$253 ,$273 ,$353 ,$459 ,$519 ,$587 ,$727 ,$798 ,$848 ,$841 ,$926 ,$991 ,$991 
Chung Hung Steel Corporation (TSEC:2014),TSEC:2014,Taiwan,Asia-Pacific,Steel,Resources/Process Material,Steel,$0 ,$0 ,$0 ,$0 ,$752 ,$985 ,$0 ,$0 ,$0 ,"$1,541 ","$1,592 ","$1,193 ","$1,367 ","$1,484 ","$1,400 ","$1,258 ","$1,202 ",$973 ,$0 ,"$1,003 "
La Quinta Holdings Inc. (NYSE:LQ),NYSE:LQ,United States,North America,"Hotels, Resorts and Cruise Lines",Services,Hotel,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$706 ,$752 ,$818 ,$855 ,$955 ,"$1,007 ",$0 ,$988 
"Halows Co.,Ltd. (TSE:2742)",TSE:2742,Japan,Asia-Pacific,Food Retail,Services,Retail,$148 ,$185 ,$0 ,$220 ,$237 ,$286 ,$322 ,$369 ,$422 ,$456 ,$500 ,$551 ,$595 ,$644 ,$696 ,$736 ,$792 ,$834 ,$927 ,$987 
China International Capital Corporation Limited (SEHK:3908),SEHK:3908,China,Asia-Pacific,Investment Banking and Brokerage,Services,Financial Services,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$768 ,$807 ,$475 ,$498 ,$474 ,$782 ,"$1,210 ",$0 ,$953 
Gemdale Properties and Investment Corporation Limited (SEHK:535),SEHK:535,Hong Kong,Asia-Pacific,Diversified Real Estate Activities,Services,Real Estate,$38 ,$11 ,$73 ,$49 ,$57 ,$24 ,$71 ,$32 ,$28 ,$17 ,$16 ,$16 ,$173 ,$39 ,$26 ,$30 ,$315 ,$613 ,$0 ,$953 
Hypermarcas S.A. (BOVESPA:HYPE3),BOVESPA:HYPE3,Brazil,Emerging,Pharmaceuticals,Resources/Process Material,Pharma,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$111 ,$122 ,$268 ,$427 ,$648 ,"$1,012 ","$1,064 ","$1,240 ","$1,364 ","$1,499 ",$934 ,"$1,053 ","$1,053 "
The Cato Corporation (NYSE:CATO),NYSE:CATO,United States,North America,Apparel Retail,Services,Retail,$512 ,$544 ,$605 ,$669 ,$706 ,$748 ,$747 ,$790 ,$836 ,$876 ,$846 ,$858 ,$884 ,$926 ,$931 ,$944 ,$920 ,$987 ,"$1,011 ",$987 
"Seohee Construction Co., Ltd. (KOSDAQ:A035890)",KOSDAQ:A035890,South Korea,Asia-Pacific,Construction and Engineering,Engineering,Construction,$0 ,$0 ,$0 ,$0 ,$84 ,$102 ,$187 ,$227 ,$321 ,$420 ,$635 ,$755 ,$899 ,$842 ,$801 ,$726 ,$821 ,$920 ,$0 ,$945 
"USANA Health Sciences, Inc. (NYSE:USNA)",NYSE:USNA,United States,North America,Personal Products,Resources/Process Material,Personal & Household,$122 ,$129 ,$123 ,$114 ,$134 ,$200 ,$273 ,$328 ,$374 ,$423 ,$429 ,$437 ,$518 ,$582 ,$649 ,$718 ,$790 ,$918 ,$0 ,$986 
"New Hua Du Supercenter Co.,Ltd. (SZSE:002264)",SZSE:002264,China,Asia-Pacific,Hypermarkets and Super Centers,Services,Retail,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$109 ,$154 ,$238 ,$331 ,$451 ,$634 ,$826 ,$967 ,"$1,072 ","$1,019 ",$938 ,$0 ,$954 
"Yamanaka Co., Ltd. (NSE:8190)",NSE:8190,Japan,Asia-Pacific,Food Retail,Services,Retail,$0 ,$0 ,$0 ,"$1,012 ",$990 ,$999 ,$985 ,$986 ,$978 ,$922 ,$936 ,$960 ,$898 ,$920 ,$895 ,$877 ,$866 ,$879 ,$877 ,$876 
Integra LifeSciences Holdings Corporation (NasdaqGS:IART),NasdaqGS:IART,United States,North America,Healthcare Equipment,Engineering,Medical Devices,$17 ,$42 ,$72 ,$93 ,$118 ,$186 ,$230 ,$278 ,$419 ,$550 ,$655 ,$682 ,$732 ,$780 ,$831 ,$836 ,$928 ,$883 ,$0 ,$992 
"Compass Minerals International, Inc. (NYSE:CMP)",NYSE:CMP,United States,North America,Diversified Metals and Mining,Resources/Process Material,Mining,$0 ,$0 ,$509 ,$523 ,$503 ,$601 ,$695 ,$742 ,$661 ,$857 ,"$1,168 ",$963 ,"$1,069 ","$1,106 ",$942 ,"$1,130 ","$1,283 ","$1,099 ",$0 ,$984 
Semperit Aktiengesellschaft Holding (WBAG:SEM),WBAG:SEM,Austria,Europe,Industrial Machinery,Engineering,Equipment Mech./Industrial,$300 ,$348 ,$384 ,$431 ,$476 ,$488 ,$503 ,$543 ,$605 ,$640 ,$691 ,$620 ,$726 ,$864 ,$873 ,$955 ,$982 ,$979 ,$0 ,$921 
"Syntel, Inc. (NasdaqGS:SYNT)",NasdaqGS:SYNT,United States,North America,Data Processing and Outsourced Services,TIME,SW & Computer Services,$168 ,$162 ,$165 ,$171 ,$162 ,$180 ,$187 ,$226 ,$270 ,$338 ,$410 ,$419 ,$532 ,$642 ,$724 ,$825 ,$911 ,$969 ,$0 ,$983 
"Suzhou Dongshan Precision Manufacturing Co.,Ltd (SZSE:002384)",SZSE:002384,China,Asia-Pacific,Industrial Machinery,Engineering,Equipment Mech./Industrial,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$41 ,$55 ,$74 ,$86 ,$128 ,$171 ,$264 ,$384 ,$512 ,$578 ,$0 ,$952 
Banco Pan S.A. (BOVESPA:BPAN4),BOVESPA:BPAN4,Brazil,Emerging,Diversified Banks,Services,Financial Services,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$192 ,$355 ,$374 ,$540 ,$487 ,$468 ,$0 ,$378 ,$335 ,$789 ,$910 ,"$1,061 ","$1,089 ","$1,089 "
Capital Power Corporation (TSX:CPX),TSX:CPX,Canada,North America,Independent Power Producers and Energy Traders,Resources/Process Material,Energy,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,979 ","$1,506 ","$1,315 ","$1,320 ",$991 ,"$1,041 ",$918 ,$930 ,$907 ,$907 
The Howard Hughes Corporation (NYSE:HHC),NYSE:HHC,United States,North America,Real Estate Development,Services,Real Estate,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$260 ,$173 ,$136 ,$143 ,$276 ,$377 ,$475 ,$635 ,$797 ,$0 ,"$1,035 "
"Electronics for Imaging, Inc. (NasdaqGS:EFII)",NasdaqGS:EFII,United States,North America,"Technology Hardware, Storage and Peripherals",TIME,Tech HW Equipment,$431 ,$571 ,$588 ,$518 ,$350 ,$380 ,$395 ,$469 ,$565 ,$621 ,$560 ,$401 ,$504 ,$592 ,$652 ,$728 ,$790 ,$883 ,$992 ,$992 
"G&K Services, Inc. (NasdaqGS:GK)",NasdaqGS:GK,United States,North America,Diversified Support Services,Services,Other Services,$503 ,$520 ,$577 ,$604 ,$626 ,$706 ,$733 ,$789 ,$881 ,$930 ,"$1,002 ",$936 ,$834 ,$829 ,$870 ,$908 ,$901 ,$938 ,$978 ,$983 
American Woodmark Corporation (NasdaqGS:AMWD),NasdaqGS:AMWD,United States,North America,Building Products,Engineering,Construction,$242 ,$327 ,$387 ,$417 ,$499 ,$563 ,$668 ,$777 ,$838 ,$761 ,$602 ,$546 ,$407 ,$453 ,$516 ,$630 ,$727 ,$825 ,$947 ,"$1,012 "
AVIC Real Estate Holding Company Limited (SZSE:000043),SZSE:000043,China,Asia-Pacific,Diversified Real Estate Activities,Services,Real Estate,$99 ,$104 ,$127 ,$96 ,$154 ,$94 ,$129 ,$199 ,$200 ,$317 ,$261 ,$254 ,$569 ,$538 ,$608 ,$904 ,$904 ,$798 ,$0 ,$951 
"NII Holdings, Inc. (NasdaqGS:NIHD)",NasdaqGS:NIHD,United States,North America,Wireless Telecommunication Services,TIME,Telecome Operators,$42 ,$105 ,$330 ,$680 ,$780 ,$939 ,"$1,280 ","$1,746 ","$2,371 ","$3,296 ","$4,269 ","$4,398 ","$5,601 ","$6,719 ","$6,086 ","$4,773 ","$3,689 ","$1,213 ",$0 ,$981 
"Miura Co., Ltd. (TSE:6005)",TSE:6005,Japan,Asia-Pacific,Industrial Machinery,Engineering,Equipment Mech./Industrial,$438 ,$408 ,$421 ,$449 ,$453 ,$465 ,$483 ,$528 ,$568 ,$633 ,$630 ,$633 ,$580 ,$594 ,$652 ,$683 ,$748 ,$788 ,$866 ,$870 
"Xenia Hotels & Resorts, Inc. (NYSE:XHR)",NYSE:XHR,United States,North America,Hotel and Resort REITs,Services,Real Estate,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$518 ,$689 ,$882 ,$926 ,$976 ,$0 ,$979 
Atlantica Yield plc (NasdaqGS:ABY),NasdaqGS:ABY,United Kingdom,Europe,Renewable Electricity,Resources/Process Material,Energy,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$668 ,$580 ,$369 ,$792 ,$0 ,$978 
Chemtrade Logistics Income Fund (TSX:CHE.UN),TSX:CHE.UN,Canada,North America,Commodity Chemicals,Resources/Process Material,Chemicals,$0 ,$0 ,$0 ,$170 ,$155 ,$217 ,$259 ,$318 ,$413 ,$408 ,$881 ,$408 ,$417 ,$658 ,$687 ,$625 ,$899 ,"$1,014 ",$0 ,$797 
"Raito Kogyo Co., Ltd. (TSE:1926)",TSE:1926,Japan,Asia-Pacific,Construction and Engineering,Engineering,Construction,$0 ,$0 ,$881 ,$913 ,$762 ,$647 ,$614 ,$587 ,$573 ,$583 ,$581 ,$551 ,$638 ,$558 ,$647 ,$661 ,$810 ,$747 ,$815 ,$892 
"Gakken Holdings Co., Ltd. (TSE:9470)",TSE:9470,Japan,Asia-Pacific,Publishing,Services,Publishing,"$1,198 ","$1,083 ","$1,074 ","$1,028 ",$955 ,$907 ,$870 ,$816 ,$736 ,$684 ,$686 ,$579 ,$683 ,$702 ,$705 ,$759 ,$788 ,$836 ,$866 ,$869 
"YESCO Co., Ltd. (KOSE:A015360)",KOSE:A015360,South Korea,Asia-Pacific,Gas Utilities,Services,Utilities,$0 ,$310 ,$405 ,$491 ,$471 ,$505 ,$505 ,$617 ,$688 ,$739 ,$797 ,"$1,041 ","$1,221 ","$1,242 ","$1,266 ","$1,314 ","$1,213 ","$1,048 ",$0 ,$936 
"Zhejiang Sanhua Intelligent Controls Co., Ltd. (SZSE:002050)",SZSE:002050,China,Asia-Pacific,Industrial Machinery,Engineering,Equipment Mech./Industrial,$0 ,$0 ,$0 ,$0 ,$19 ,$31 ,$53 ,$72 ,$86 ,$382 ,$355 ,$296 ,$452 ,$608 ,$556 ,$766 ,$846 ,$891 ,$0 ,$946 
